PLAYER_NAME,TEAM_ABBREVIATION,POSITION,HEIGHT_INCHES,WEIGHT_LBS,PTS,REB,AST,STL,BLK,FG_PCT,FG3_PCT,FT_PCT
Shai Gilgeous-Alexander,OKC,PG,78,195,32.7,5.0,6.4,1.7,1.0,0.519,0.375,0.898
Giannis Antetokounmpo,MIL,PF,83,243,30.4,11.9,6.5,0.9,1.2,0.601,0.222,0.617
Nikola Jokić,DEN,C,83,284,29.6,12.7,10.2,1.8,0.6,0.576,0.417,0.8
Luka Dončić,2TM,PG,80,230,28.2,8.2,7.7,1.8,0.4,0.45,0.368,0.782
Anthony Edwards,MIN,SG,76,225,27.6,5.7,4.5,1.2,0.6,0.447,0.395,0.837
Jayson Tatum,BOS,PF,80,210,26.8,8.7,6.0,1.1,0.5,0.452,0.343,0.814
Kevin Durant,PHO,PF,83,240,26.6,6.0,4.2,0.8,1.2,0.527,0.43,0.839
Tyrese Maxey,PHI,PG,74,200,26.3,3.3,6.1,1.8,0.4,0.437,0.337,0.879
Cade Cunningham,DET,PG,78,220,26.1,6.1,9.1,1.0,0.8,0.469,0.356,0.846
Jalen Brunson,NYK,PG,74,190,26.0,2.9,7.3,0.9,0.1,0.488,0.383,0.821
Paolo Banchero,ORL,PF,82,250,25.9,7.5,4.8,0.8,0.6,0.452,0.32,0.727
Devin Booker,PHO,SG,77,206,25.6,4.1,7.1,0.9,0.2,0.461,0.332,0.894
LaMelo Ball,CHO,PG,79,180,25.2,4.9,7.4,1.1,0.3,0.405,0.339,0.843
Damian Lillard,MIL,PG,74,200,24.9,4.7,7.1,1.2,0.2,0.448,0.376,0.921
Anthony Davis,2TM,C,82,253,24.7,11.6,3.5,1.2,2.2,0.516,0.282,0.775
Kyrie Irving,DAL,SG,74,195,24.7,4.8,4.6,1.3,0.5,0.473,0.401,0.916
Zion Williamson,NOP,PF,78,284,24.6,7.2,5.3,1.2,0.9,0.567,0.231,0.656
Stephen Curry,GSW,PG,74,185,24.5,4.4,6.0,1.1,0.4,0.448,0.397,0.933
LeBron James,LAL,SF,81,250,24.4,7.8,8.2,1.0,0.6,0.513,0.376,0.782
Karl-Anthony Towns,NYK,C,84,248,24.4,12.8,3.1,1.0,0.7,0.526,0.42,0.829
Victor Wembanyama,SAS,C,88,235,24.3,11.0,3.7,1.1,3.8,0.476,0.352,0.836
Franz Wagner,ORL,SF,82,220,24.2,5.7,4.7,1.3,0.4,0.463,0.295,0.871
Trae Young,ATL,PG,74,164,24.2,3.1,11.6,1.2,0.2,0.411,0.34,0.875
Donovan Mitchell,CLE,SG,74,215,24.0,4.5,5.0,1.3,0.2,0.443,0.368,0.823
Cam Thomas,BRK,SG,75,210,24.0,3.3,3.8,0.6,0.1,0.438,0.349,0.881
Tyler Herro,MIA,SG,77,195,23.9,5.2,5.5,0.9,0.2,0.472,0.375,0.878
Joel Embiid,PHI,C,84,280,23.8,8.2,4.5,0.7,0.9,0.444,0.299,0.882
De'Aaron Fox,2TM,PG,75,185,23.5,4.8,6.3,1.5,0.4,0.463,0.31,0.827
Zach LaVine,2TM,SG,77,200,23.3,4.3,4.2,0.8,0.2,0.511,0.446,0.825
Ja Morant,MEM,PG,74,174,23.2,4.1,7.3,1.2,0.2,0.454,0.309,0.824
James Harden,LAC,PG,77,220,22.8,5.8,8.7,1.5,0.7,0.41,0.352,0.874
Jaylen Brown,BOS,SF,78,223,22.2,5.8,4.5,1.2,0.3,0.463,0.324,0.764
DeMar DeRozan,SAC,SF,78,220,22.2,3.9,4.4,0.8,0.4,0.477,0.328,0.857
Brandon Ingram,NOP,SF,80,190,22.2,5.6,5.2,0.9,0.6,0.465,0.374,0.855
Jaren Jackson Jr.,MEM,C,82,242,22.2,5.6,2.0,1.2,1.5,0.488,0.375,0.781
Norman Powell,LAC,SG,75,215,21.8,3.2,2.1,1.2,0.2,0.484,0.418,0.804
Jalen Williams,OKC,SG,77,211,21.6,5.3,5.1,1.6,0.7,0.484,0.365,0.789
Kawhi Leonard,LAC,SF,78,225,21.5,5.9,3.1,1.6,0.5,0.498,0.411,0.81
Jamal Murray,DEN,PG,76,215,21.4,3.9,6.0,1.4,0.5,0.474,0.393,0.886
Trey Murphy III,NOP,SF,80,206,21.2,5.1,3.5,1.1,0.7,0.454,0.361,0.887
RJ Barrett,TOR,SF,78,214,21.1,6.3,5.4,0.8,0.3,0.468,0.35,0.63
CJ McCollum,NOP,PG,75,190,21.1,3.8,4.1,0.8,0.4,0.444,0.373,0.717
Jalen Green,HOU,SG,76,186,21.0,4.6,3.4,0.9,0.3,0.423,0.354,0.813
Brandon Miller,CHO,SF,79,200,21.0,4.9,3.6,1.1,0.7,0.403,0.355,0.861
Darius Garland,CLE,PG,73,192,20.6,2.9,6.7,1.2,0.1,0.472,0.401,0.878
Jordan Poole,WAS,SG,76,194,20.5,3.0,4.5,1.3,0.4,0.432,0.378,0.883
Coby White,CHI,SG,76,210,20.4,3.7,4.5,0.9,0.2,0.453,0.37,0.902
Miles Bridges,CHO,PF,79,225,20.3,7.5,3.9,0.7,0.7,0.431,0.313,0.87
Austin Reaves,LAL,SG,77,197,20.2,4.5,5.8,1.1,0.3,0.46,0.377,0.877
Pascal Siakam,IND,PF,80,245,20.2,6.9,3.4,0.9,0.5,0.519,0.389,0.734
Kristaps Porziņģis,BOS,C,86,240,19.5,6.8,2.1,0.7,1.5,0.483,0.412,0.809
Scottie Barnes,TOR,PF,80,237,19.3,7.7,5.8,1.4,1.0,0.446,0.271,0.755
Anfernee Simons,POR,SG,75,200,19.3,2.7,4.8,0.9,0.1,0.426,0.363,0.902
Desmond Bane,MEM,SG,78,215,19.2,6.1,5.3,1.2,0.4,0.484,0.392,0.894
Domantas Sabonis,SAC,C,82,240,19.1,13.9,6.0,0.7,0.4,0.59,0.417,0.754
Alperen Şengün,HOU,C,83,243,19.1,10.3,4.9,1.1,0.8,0.496,0.233,0.692
John Collins,UTA,PF,81,226,19.0,8.2,2.0,1.0,1.0,0.527,0.399,0.848
Lauri Markkanen,UTA,PF,85,240,19.0,5.9,1.5,0.7,0.4,0.423,0.346,0.876
Jalen Johnson,ATL,SF,80,219,18.9,10.0,5.0,1.6,1.0,0.5,0.312,0.746
Cameron Johnson,BRK,PF,80,210,18.8,4.3,3.4,0.9,0.4,0.475,0.39,0.893
Julius Randle,MIN,PF,81,250,18.7,7.1,4.7,0.7,0.2,0.485,0.344,0.806
Tyrese Haliburton,IND,PG,77,185,18.6,3.5,9.2,1.4,0.7,0.473,0.388,0.851
Evan Mobley,CLE,PF,83,215,18.5,9.3,3.2,0.9,1.6,0.557,0.37,0.725
Shaedon Sharpe,POR,SG,77,210,18.5,4.5,2.8,0.9,0.2,0.452,0.311,0.785
Nikola Vučević,CHI,C,81,265,18.5,10.1,3.5,0.8,0.7,0.53,0.402,0.805
Collin Sexton,UTA,SG,75,190,18.4,2.7,4.2,0.7,0.1,0.48,0.406,0.865
Michael Porter Jr.,DEN,SF,82,218,18.2,7.0,2.1,0.6,0.5,0.504,0.395,0.768
Bam Adebayo,MIA,C,81,255,18.1,9.6,4.3,1.3,0.7,0.485,0.357,0.765
Andrew Wiggins,2TM,SF,78,197,18.0,4.5,2.6,1.0,0.8,0.448,0.374,0.763
OG Anunoby,NYK,PF,79,240,18.0,4.8,2.2,1.5,0.9,0.476,0.372,0.81
Mikal Bridges,NYK,SF,78,209,17.6,3.2,3.7,0.9,0.5,0.5,0.354,0.814
Jaden Ivey,DET,SG,75,195,17.6,4.1,4.0,0.9,0.4,0.46,0.409,0.733
Jimmy Butler,2TM,SF,78,230,17.5,5.4,5.4,1.4,0.3,0.504,0.308,0.842
Dejounte Murray,NOP,PG,76,180,17.5,6.5,7.4,2.0,0.4,0.393,0.299,0.823
Malik Monk,SAC,SG,75,200,17.2,3.8,5.6,0.9,0.6,0.439,0.325,0.865
Immanuel Quickley,TOR,PG,74,190,17.1,3.5,5.8,0.7,0.1,0.42,0.378,0.867
De'Andre Hunter,2TM,SF,79,221,17.0,4.0,1.4,0.8,0.2,0.47,0.405,0.846
Bradley Beal,PHO,SG,76,207,17.0,3.3,3.7,1.1,0.5,0.497,0.386,0.803
Deni Avdija,POR,SF,80,228,16.9,7.3,3.9,1.0,0.5,0.476,0.365,0.78
Keyonte George,UTA,PG,76,185,16.8,3.8,5.6,0.7,0.1,0.391,0.343,0.818
Ivica Zubac,LAC,C,84,240,16.8,12.6,2.7,0.7,1.1,0.628,0.0,0.661
Derrick White,BOS,SG,76,190,16.4,4.5,4.8,0.9,1.1,0.442,0.384,0.839
Malik Beasley,DET,SG,76,187,16.3,2.6,1.7,0.9,0.1,0.43,0.416,0.679
Devin Vassell,SAS,SG,77,200,16.3,4.0,2.9,1.3,0.5,0.443,0.368,0.792
Jordan Clarkson,UTA,SG,77,194,16.2,3.2,3.7,0.8,0.2,0.408,0.362,0.797
Paul George,PHI,PF,80,220,16.2,5.3,4.3,1.8,0.5,0.43,0.358,0.814
Jalen Suggs,ORL,PG,77,205,16.2,4.0,3.7,1.5,0.9,0.41,0.314,0.882
Bennedict Mathurin,IND,SF,77,210,16.1,5.3,1.9,0.7,0.3,0.458,0.34,0.831
Myles Turner,IND,C,83,250,15.6,6.5,1.5,0.8,2.0,0.481,0.396,0.773
Christian Braun,DEN,SG,78,220,15.4,5.2,2.6,1.1,0.5,0.58,0.397,0.827
Jonathan Kuminga,GSW,PF,79,225,15.3,4.6,2.2,0.8,0.4,0.454,0.305,0.668
Jared McCain,PHI,SG,75,195,15.3,2.4,2.6,0.7,0.0,0.46,0.383,0.875
Mark Williams,CHO,C,85,240,15.3,10.2,2.5,0.7,1.2,0.604,0.0,0.804
Kelly Oubre Jr.,PHI,SF,80,203,15.1,6.1,1.8,1.5,0.5,0.47,0.293,0.751
Chet Holmgren,OKC,C,85,208,15.0,8.0,2.0,0.7,2.2,0.49,0.379,0.754
Kyle Kuzma,2TM,PF,80,221,14.8,5.7,2.3,0.6,0.3,0.436,0.307,0.634
Stephon Castle,SAS,SG,78,215,14.7,3.7,4.1,0.9,0.3,0.428,0.285,0.724
Aaron Gordon,DEN,PF,80,235,14.7,4.8,3.2,0.5,0.3,0.531,0.436,0.81
P.J. Washington,DAL,PF,79,230,14.7,7.8,2.3,1.1,1.1,0.453,0.381,0.722
Quentin Grimes,2TM,SG,76,210,14.6,4.3,3.0,1.0,0.3,0.467,0.385,0.757
Josh Giddey,CHI,PG,79,214,14.6,8.1,7.2,1.2,0.6,0.465,0.378,0.781
Jakob Poeltl,TOR,C,84,253,14.5,9.6,2.8,1.2,1.2,0.627,0.333,0.674
Deandre Ayton,POR,C,84,252,14.4,10.2,1.6,0.8,1.0,0.566,0.188,0.667
Gradey Dick,TOR,SG,79,200,14.4,3.6,1.8,0.9,0.2,0.41,0.35,0.858
Jerami Grant,POR,PF,79,213,14.4,3.5,2.1,0.9,1.0,0.373,0.365,0.849
Payton Pritchard,BOS,PG,73,195,14.3,3.8,3.5,0.9,0.2,0.472,0.407,0.845
Naz Reid,MIN,C,81,264,14.2,6.0,2.3,0.7,0.9,0.462,0.379,0.776
Dyson Daniels,ATL,SG,79,199,14.1,5.9,4.4,3.0,0.7,0.493,0.34,0.593
Tre Mann,CHO,PG,76,178,14.1,2.9,3.0,0.5,0.3,0.435,0.4,0.905
Amen Thompson,HOU,SF,79,200,14.1,8.2,3.8,1.4,1.3,0.557,0.275,0.684
Fred VanVleet,HOU,PG,72,197,14.1,3.7,5.6,1.6,0.4,0.378,0.345,0.81
Dillon Brooks,HOU,SF,79,225,14.0,3.7,1.7,0.8,0.2,0.429,0.397,0.818
Tolu Smith,DET,PF,78,215,14.0,8.0,0.0,0.0,0.0,0.667,0.0,0.667
Klay Thompson,DAL,SF,77,220,14.0,3.4,2.0,0.7,0.4,0.412,0.391,0.905
Bobby Portis,MIL,PF,81,250,13.9,8.4,2.1,0.7,0.5,0.466,0.365,0.836
Tobias Harris,DET,PF,80,226,13.7,5.9,2.2,1.0,0.8,0.477,0.345,0.861
Josh Hart,NYK,SG,77,215,13.6,9.6,5.9,1.5,0.4,0.525,0.333,0.776
Jarrett Allen,CLE,C,81,243,13.5,9.7,1.9,0.9,0.9,0.706,0.0,0.718
Onyeka Okongwu,ATL,C,82,240,13.4,8.9,2.3,0.9,0.9,0.567,0.324,0.759
Russell Westbrook,DEN,PG,76,200,13.3,4.9,6.1,1.4,0.5,0.449,0.323,0.661
Naji Marshall,DAL,SF,78,220,13.2,4.8,3.0,1.0,0.2,0.508,0.275,0.813
Dennis Schröder,3TM,PG,73,175,13.1,2.6,5.4,0.9,0.2,0.406,0.342,0.838
Rui Hachimura,LAL,PF,80,230,13.1,5.0,1.4,0.8,0.4,0.509,0.413,0.77
Brook Lopez,MIL,C,85,282,13.0,5.0,1.8,0.6,1.9,0.509,0.373,0.826
Alex Sarr,WAS,C,84,205,13.0,6.5,2.4,0.7,1.5,0.394,0.308,0.679
Moritz Wagner,ORL,C,83,245,12.9,4.9,1.4,0.8,0.4,0.562,0.36,0.718
Malcolm Brogdon,WAS,PG,76,229,12.7,3.8,4.1,0.5,0.2,0.433,0.286,0.88
Scoot Henderson,POR,PG,75,207,12.7,3.0,5.1,1.0,0.2,0.419,0.354,0.767
Keldon Johnson,SAS,SF,78,220,12.7,4.8,1.6,0.6,0.3,0.482,0.318,0.773
D'Angelo Russell,2TM,PG,75,193,12.6,2.8,5.1,1.0,0.4,0.39,0.314,0.834
Zaccharie Risacher,ATL,SF,80,200,12.6,3.6,1.2,0.7,0.5,0.458,0.355,0.711
Santi Aldama,MEM,PF,84,215,12.5,6.4,2.9,0.8,0.4,0.483,0.368,0.691
Ty Jerome,CLE,SG,77,195,12.5,2.5,3.4,1.1,0.0,0.516,0.439,0.872
Keegan Murray,SAC,PF,80,225,12.4,6.7,1.4,0.8,0.9,0.444,0.343,0.833
Lonnie Walker IV,PHI,SG,76,204,12.4,3.2,2.5,0.5,0.3,0.42,0.354,0.8
Harrison Barnes,SAS,PF,79,225,12.3,3.8,1.7,0.5,0.2,0.508,0.433,0.809
Bilal Coulibaly,WAS,SF,79,195,12.3,5.0,3.4,1.3,0.7,0.421,0.281,0.746
Ayo Dosunmu,CHI,SG,76,201,12.3,3.5,4.5,0.9,0.4,0.492,0.328,0.785
Daniel Gafford,DAL,C,82,265,12.3,6.8,1.4,0.4,1.8,0.702,0.0,0.689
Jaden McDaniels,MIN,PF,81,185,12.2,5.7,2.0,1.3,0.9,0.477,0.33,0.813
Jabari Smith Jr.,HOU,PF,83,220,12.2,7.0,1.1,0.4,0.7,0.438,0.354,0.825
Caris LeVert,2TM,SG,79,205,12.1,3.2,3.4,0.9,0.5,0.467,0.373,0.71
Drew Timme,BRK,PF,81,235,12.1,7.2,2.2,0.4,0.1,0.441,0.257,0.625
Tari Eason,HOU,PF,80,215,12.0,6.4,1.5,1.7,0.9,0.487,0.342,0.76
Rudy Gobert,MIN,C,85,258,12.0,10.9,1.8,0.8,1.4,0.669,0.0,0.674
Aaron Nesmith,IND,SF,77,215,12.0,4.0,1.2,0.8,0.4,0.507,0.431,0.913
Aaron Wiggins,OKC,SG,77,190,12.0,3.9,1.8,0.8,0.2,0.488,0.383,0.831
Khris Middleton,2TM,SF,79,222,11.9,3.7,4.1,0.9,0.2,0.475,0.361,0.857
Jalen Duren,DET,C,82,250,11.8,10.3,2.7,0.7,1.1,0.692,0.0,0.669
Donte DiVincenzo,MIN,SG,76,203,11.7,3.7,3.6,1.2,0.3,0.422,0.397,0.778
Brandin Podziemski,GSW,SG,76,205,11.7,5.1,3.4,1.1,0.2,0.445,0.372,0.758
Corey Kispert,WAS,SF,78,224,11.6,3.0,1.7,0.4,0.2,0.451,0.364,0.852
Jeremy Sochan,SAS,PF,80,230,11.4,6.5,2.4,0.8,0.5,0.535,0.308,0.696
Toumani Camara,POR,PF,79,230,11.3,5.8,2.2,1.5,0.6,0.458,0.375,0.722
Isaiah Hartenstein,OKC,C,84,250,11.2,10.7,3.8,0.8,1.1,0.581,0.0,0.675
Buddy Hield,GSW,SG,76,220,11.1,3.2,1.6,0.8,0.3,0.417,0.37,0.828
Jrue Holiday,BOS,PG,76,220,11.1,4.3,3.9,1.1,0.4,0.443,0.353,0.909
Walker Kessler,UTA,C,86,245,11.1,12.2,1.7,0.6,2.4,0.663,0.176,0.52
Gary Trent Jr.,MIL,SG,77,204,11.1,2.3,1.2,1.0,0.1,0.431,0.416,0.848
Spencer Dinwiddie,DAL,PG,77,215,11.0,2.6,4.4,0.9,0.2,0.416,0.334,0.802
Tim Hardaway Jr.,DET,SG,77,205,11.0,2.4,1.6,0.5,0.1,0.406,0.368,0.855
Duncan Robinson,MIA,SF,79,215,11.0,2.3,2.4,0.5,0.1,0.437,0.393,0.887
Guerschon Yabusele,PHI,C,79,265,11.0,5.6,2.1,0.8,0.3,0.501,0.38,0.725
Brice Sensabaugh,UTA,SF,78,235,10.9,3.0,1.5,0.6,0.1,0.459,0.422,0.89
Bogdan Bogdanović,2TM,SG,77,225,10.8,2.9,2.7,0.8,0.2,0.427,0.363,0.879
Jordan Hawkins,NOP,SG,77,190,10.8,2.8,1.2,0.5,0.4,0.372,0.331,0.816
Brandon Boston Jr.,NOP,SG,78,215,10.7,3.2,2.2,1.3,0.2,0.436,0.35,0.788
Nikola Jović,MIA,PF,82,205,10.7,3.9,2.8,0.8,0.3,0.456,0.371,0.828
Grayson Allen,PHO,SG,75,198,10.6,3.0,2.1,0.8,0.3,0.448,0.426,0.816
Keon Johnson,BRK,SG,77,185,10.6,3.8,2.2,1.0,0.4,0.389,0.314,0.77
Terry Rozier,MIA,PG,73,190,10.6,3.7,2.6,0.6,0.2,0.391,0.295,0.852
Obi Toppin,IND,PF,81,220,10.5,4.0,1.6,0.6,0.4,0.529,0.365,0.781
Jonas Valančiūnas,2TM,C,83,265,10.4,7.7,2.0,0.5,0.6,0.55,0.216,0.879
Ochai Agbaji,TOR,SG,77,215,10.4,3.8,1.5,0.9,0.5,0.498,0.399,0.708
Jaylen Wells,MEM,SG,78,215,10.4,3.4,1.7,0.6,0.1,0.425,0.352,0.822
Grant Williams,CHO,PF,79,236,10.4,5.1,2.3,1.1,0.8,0.439,0.365,0.838
Kevin Porter Jr.,2TM,SG,77,203,10.3,3.7,3.4,1.1,0.2,0.449,0.311,0.769
Jose Alvarado,NOP,PG,72,179,10.3,2.4,4.6,1.3,0.3,0.392,0.359,0.811
Nic Claxton,BRK,C,83,215,10.3,7.4,2.2,0.9,1.4,0.563,0.238,0.513
Herbert Jones,NOP,SF,79,206,10.3,3.9,3.3,1.9,0.5,0.436,0.306,0.825
De'Anthony Melton,GSW,SG,74,200,10.3,3.3,2.8,1.2,0.3,0.407,0.371,0.625
Isaiah Joe,OKC,SG,76,165,10.2,2.6,1.6,0.6,0.1,0.44,0.412,0.821
Tyus Jones,PHO,PG,72,196,10.2,2.4,5.3,0.9,0.1,0.448,0.414,0.895
Trendon Watford,BRK,PF,80,237,10.2,3.6,2.6,0.6,0.3,0.469,0.33,0.762
